regname;regcode;year;month;count_0;count_4;min_0;min_4;max_0;max_4;mean_0;mean_4;sum_0;sum_4;nodata_0;nodata_4;median_0;median_4;std_0;std_4;percentile_90_0;percentile_90_4
 Causeni;MDA.9_1;2022;4;8177;8177;0;0;149.0;150.0;0.7210468386938975;10.750.886.633.239.500;5896.0;8791.0;0;0;0;0;6.034.922.499.343.150;5.740.909.362.059.080;0;5.0
 Causeni;MDA.9_1;2022;5;8177;8177;0;0;138.0;128.0;0.8775834658187599;1.817.903.876.727.400;7176.0;14865.0;0;0;0;0;5.578.664.227.566.800;5.280.743.233.463.230;0;6.0
 Causeni;MDA.9_1;2022;6;8177;8177;0;0;133.0;102.0;0.8892014186131834;16.932.860.462.272.200;7271.0;13846.0;0;0;0;0;5.262.320.419.946.370;51.565.531.635.766.800;0;6.0
 Causeni;MDA.9_1;2022;7;8177;8177;0;0;117.0;114.0;0.801883331295096;10.864.620.276.384.900;6557.0;8884.0;0;0;0;0;48.740.157.188.831;4.591.944.807.714.020;0;5.0
 Causeni;MDA.9_1;2022;8;8177;8177;0;0;122.0;114.0;0.922220863397334;1.982.022.746.728.620;7541.0;16207.0;0;0;0;0;4.578.057.161.129.190;461.816.255.467.556;0;6.0
 Causeni;MDA.9_1;2022;9;8177;8177;0;0;108.0;120.0;0.7358444417267946;10.813.256.695.609.600;6017.0;8842.0;0;0;0;0;46.805.160.531.638.300;46.511.535.772.153.700;0;5.0
 Causeni;MDA.9_1;2022;10;8177;8177;0;0;126.0;137.0;0.6513391219273572;0.8690228690228691;5326.0;7106.0;0;0;0;0;4.512.656.204.377.690;4.776.869.428.054.300;0;0
 Causeni;MDA.9_1;2022;11;8177;8177;0;0;120.0;121.0;0.6021768374709551;0.8421181362357832;4924.0;6886.0;0;0;0;0;4.804.288.589.704.040;42.048.146.799.919.400;0;0
 Causeni;MDA.9_1;2022;12;8177;8177;0;0;114.0;103.0;0.614039378745261;32.061.880.885.410.200;5021.0;26217.0;0;0;0;5.0;4.580.425.680.049.680;4.583.367.782.297.190;0;6.0
 Chişinău;MDA.10_1;2022;1;3982;3982;0;0;2238.0;1641.0;9.337.569.060.773.480;9.565.218.483.174.280;371822.0;380887.0;0;0;37.0;35.0;14.840.281.084.234.600;14.449.555.065.021.000;276.0;2.949.000.000.000.000
 Chişinău;MDA.10_1;2022;2;3982;3982;0;0;1525.0;997.0;8.440.231.039.678.550;7.824.535.409.342.030;336090.0;311573.0;0;0;32.0;27.0;12.695.224.219.278.700;11.752.600.328.770.700;2.629.000.000.000.000;2.489.000.000.000.000
 Chişinău;MDA.10_1;2022;3;3982;3982;0;0;1343.0;1173.0;9.122.827.724.761.420;8.997.965.846.308.380;363271.0;358299.0;0;0;34.0;31.0;13.516.907.162.755.900;13.517.415.460.216.300;284.0;2.849.000.000.000.000
 Chişinău;MDA.10_1;2022;4;3982;3982;0;0;1722.0;1166.0;9.395.052.737.317.930;8.177.122.049.221.490;374111.0;325613.0;0;0;37.0;27.0;14.144.186.231.573.000;12.589.693.330.513.400;2.869.000.000.000.000;255.0
 Chişinău;MDA.10_1;2022;5;3982;3982;0;0;1261.0;949.0;8.950.351.582.119.530;8.327.950.778.503.260;356403.0;331619.0;0;0;35.0;31.0;1.315.391.532.299.050;11.759.332.605.832.400;273.0;256.0
 Chişinău;MDA.10_1;2022;6;3982;3982;0;0;996.0;668.0;8.839.578.101.456.550;8.327.523.857.358.110;351992.0;331602.0;0;0;37.0;35.0;12.241.503.603.312.600;11.008.442.760.005.100;270.0;252.0
 Chişinău;MDA.10_1;2022;7;3982;3982;0;0;880.0;748.0;8.133.877.448.518.330;769.841.788.046.208;323891.0;306551.0;0;0;33.0;30.May;11.211.662.731.211.700;10.436.416.750.196.800;250.0;235.0
 Chişinău;MDA.10_1;2022;8;3982;3982;0;0;991.0;870.0;7.836.991.461.577.090;7.173.154.193.872.420;312069.0;285635.0;0;0;32.0;30.0;1.101.642.603.939.650;9.893.697.675.157.890;241.0;212.0
 Chişinău;MDA.10_1;2022;9;3982;3982;0;0;1061.0;1046.0;8.223.581.115.017.570;7.529.131.089.904.570;327463.0;299810.0;0;0;36.0;29.0;11.403.312.406.296.000;1.068.036.121.669.710;2.499.000.000.000.000;223.0
 Chişinău;MDA.10_1;2022;10;3982;3982;0;0;965.0;996.0;7.767.528.879.959.810;7.498.794.575.590.150;309303.0;298602.0;0;0;32.0;27.0;1.106.052.695.514.130;10.826.263.411.771.600;239.0;2.349.000.000.000.000
 Chişinău;MDA.10_1;2022;11;3982;3982;0;0;698.0;585.0;7.365.620.291.310.890;6.736.413.862.380.710;293299.0;268244.0;0;0;31.0;25.0;10.008.574.719.212.700;942.706.438.615.553;2.359.000.000.000.000;214.0
 Chişinău;MDA.10_1;2022;12;3982;3982;0;0;778.0;837.0;7.304.947.262.682.060;7.412.305.374.183.820;290883.0;295158.0;0;0;31.0;25.0;9.893.182.547.028.070;10.910.928.322.789.900;231.0;2.349.000.000.000.000
 Cimişlia;MDA.11_1;2022;1;5400;5400;0;0;79.0;87.0;0.3624074074074074;28.272.222.222.222.200;1957.0;15267.0;0;0;0;0;3.485.041.279.943.190;477.907.860.198.497;0;6.0
 Cimişlia;MDA.11_1;2022;2;5400;5400;0;0;99.0;97.0;0.39740740740740743;0.6466666666666666;2146.0;3492.0;0;0;0;0;3.835.293.308.202.790;386.551.323.792.748;0;0
 Cimişlia;MDA.11_1;2022;3;5400;5400;0;0;94.0;100.0;0.4235185185185185;0.5566666666666666;2287.0;3006.0;0;0;0;0;398.888.300.405.357;37.659.453.586.642.000;0;0
 Cimişlia;MDA.11_1;2022;4;5400;5400;0;0;101.0;104.0;0.44092592592592594;0.9025925925925926;2381.0;4874.0;0;0;0;0;4.320.518.559.634.090;4.196.752.794.626.380;0;5.0
 Cimişlia;MDA.11_1;2022;5;5400;5400;0;0;91.0;94.0;0.5564814814814815;1.099.074.074.074.070;3005.0;5935.0;0;0;0;0;4.295.923.415.332.000;4.266.883.574.572.600;0;5.0
 Cimişlia;MDA.11_1;2022;6;5400;5400;0;0;95.0;101.0;0.56;0.8833333333333333;3024.0;4770.0;0;0;0;0;41.680.566.570.401.000;4.129.848.441.304.850;0;0
 Cimişlia;MDA.11_1;2022;7;5400;5400;0;0;95.0;97.0;0.5175925925925926;0.7107407407407408;2795.0;3838.0;0;0;0;0;3.962.657.373.991.450;4.005.370.862.679.190;0;0
 Cimişlia;MDA.11_1;2022;8;5400;5400;0;0;87.0;91.0;0.6903703703703704;19.601.851.851.851.800;3728.0;10585.0;0;0;0;0;3.907.644.437.255.130;41.557.733.116.182.200;0;5.0
 Cimişlia;MDA.11_1;2022;9;5400;5400;0;0;115.0;79.0;0.44981481481481483;0.7698148148148148;2429.0;4157.0;0;0;0;0;419.449.374.102.337;3.502.826.367.135.400;0;0
 Cimişlia;MDA.11_1;2022;10;5400;5400;0;0;108.0;88.0;0.39481481481481484;0.5753703703703704;2132.0;3107.0;0;0;0;0;36.201.149.668.365.300;34.126.487.013.934.000;0;0
 Cimişlia;MDA.11_1;2022;11;5400;5400;0;0;114.0;50.0;0.3461111111111111;0.5412962962962963;1869.0;2923.0;0;0;0;0;34.983.096.006.111.800;2.597.747.989.300.000;0;0
 Cimişlia;MDA.11_1;2022;12;5400;5400;0;0;96.0;70.0;0.3353703703703704;2.169.259.259.259.250;1811.0;11714.0;0;0;0;0;3.190.716.982.564.540;38.634.876.068.573.300;0;5.0
 Criuleni;MDA.12_1;2022;1;4424;4424;0;0;206.0;158.0;44.086.799.276.672.600;6.473.101.265.822.780;19504.0;28637.0;0;0;0;5.0;1.453.993.927.920.410;12.268.146.310.273.900;8.0;12.0
 Criuleni;MDA.12_1;2022;2;4424;4424;0;0;194.0;173.0;3.523.282.097.649.180;4.202.305.605.786.610;15587.0;18591.0;0;0;0;0;12.055.755.061.207.300;10.331.047.682.653.100;7.0;9.0
 Criuleni;MDA.12_1;2022;3;4424;4424;0;0;178.0;184.0;37.414.104.882.459.300;4.122.739.602.169.980;16552.0;18239.0;0;0;0;0;12.233.415.662.439.300;11.229.686.828.846.300;8.0;10.0
 Criuleni;MDA.12_1;2022;4;4424;4424;0;0;180.0;153.0;36.268.083.182.640.100;5.392.857.142.857.140;16045.0;23858.0;0;0;0;5.0;12.601.207.465.801.400;10.861.523.724.752.100;7.0;11.0
 Criuleni;MDA.12_1;2022;5;4424;4424;0;0;174.0;193.0;4.348.553.345.388.780;6.257.459.312.839.050;19238.0;27683.0;0;0;0;5.0;12.622.102.828.927.000;11.755.724.182.262.400;9.0;12.0
 Criuleni;MDA.12_1;2022;6;4424;4424;0;0;203.0;1110.0;5.013.336.347.197.100;79.269.891.500.904.100;22179.0;35069.0;0;0;0;5.0;13.061.720.685.938.200;3.375.321.101.025.190;10.0;14.0
 Criuleni;MDA.12_1;2022;7;4424;4424;0;0;182.0;194.0;4.642.631.103.074.140;5.274.186.256.781.190;20539.0;23333.0;0;0;0;0;11.932.999.360.106.000;11.218.147.715.708.500;10.0;11.0
 Criuleni;MDA.12_1;2022;8;4424;4424;0;0;137.0;118.0;4.586.799.276.672.690;620.501.808.318.264;20292.0;27451.0;0;0;0;5.0;10.857.500.772.665.200;9.262.583.062.061.560;9.0;10.0
 Criuleni;MDA.12_1;2022;9;4424;4424;0;0;189.0;146.0;38.910.488.245.931.200;4.948.236.889.692.580;17214.0;21891.0;0;0;0;0;11.782.706.064.020.500;9.783.427.260.986.200;8.0;10.0
 Criuleni;MDA.12_1;2022;10;4424;4424;0;0;152.0;149.0;34.134.267.631.103.000;3.858.273.056.057.860;15101.0;17069.0;0;0;0;0;10.224.921.272.088.300;8.916.583.200.354.270;8.0;9.0
 Criuleni;MDA.12_1;2022;11;4424;4424;0;0;149.0;113.0;2.532.775.768.535.260;3.155.515.370.705.240;11205.0;13960.0;0;0;0;0;8.217.588.636.598.520;6.818.179.305.224.410;6.0;8.0
 Criuleni;MDA.12_1;2022;12;4424;4424;0;0;155.0;163.0;26.408.227.848.101.200;7.052.215.189.873.410;11683.0;31199.0;0;0;0;6.0;8.708.254.426.915.480;8.065.074.088.173.390;6.0;10.0
 Donduseni;MDA.13_1;2022;1;5887;5887;0;0;94.0;119.0;12.006.115.169.016.400;21.158.484.797.010.300;7068.0;12456.0;0;0;0;0;40.543.713.770.711.300;4.528.545.839.737.030;5.0;6.0
 Donduseni;MDA.13_1;2022;2;5887;5887;0;0;55.0;62.0;0.29522677085102766;0.5547817224392729;1738.0;3266.0;0;0;0;0;2.400.204.391.962.690;27.490.005.563.587.500;0;0
 Donduseni;MDA.13_1;2022;3;5887;5887;0;0;92.0;99.0;0.31832852046882965;0.5690504501443859;1874.0;3350.0;0;0;0;0;33.019.045.816.913.600;36.703.764.322.955.300;0;0
 Donduseni;MDA.13_1;2022;4;5887;5887;0;0;103.0;102.0;0.44199082724647526;19.889.587.226.091.300;2602.0;11709.0;0;0;0;0;3.937.638.991.429.070;4.728.258.285.776.630;0;6.0
 Donduseni;MDA.13_1;2022;5;5887;5887;0;0;105.0;100.0;0.6013249532869034;16.806.522.846.950.900;3540.0;9894.0;0;0;0;0;47.241.075.412.593.400;4.966.126.575.490.110;0;6.0
 Donduseni;MDA.13_1;2022;6;3619;3619;0;0;71.0;37.0;2.711.246.200.607.900;4.878.419.452.887.530;9812.0;17655.0;2268.0;2268.0;0;5.0;4.279.062.563.731.200;4.514.521.855.914.510;7.0;10.0
 Donduseni;MDA.13_1;2022;7;5887;5887;0;0;87.0;80.0;0.7054526923730253;13.915.406.828.605.400;4153.0;8192.0;0;0;0;0;37.238.472.557.738.000;3.789.575.132.975.620;0;5.0
 Donduseni;MDA.13_1;2022;8;5887;5887;0;0;106.0;93.0;0.8021063359945643;301.987.429.930.355;4722.0;17778.0;0;0;0;5.0;4.115.135.360.107.660;43.063.562.769.148.200;0;6.0
 Donduseni;MDA.13_1;2022;9;5887;5887;0;0;106.0;78.0;0.49108204518430437;0.8331917784949889;2891.0;4905.0;0;0;0;0;3.792.012.422.746.520;348.181.215.073.101;0;5.0
 Donduseni;MDA.13_1;2022;10;5887;5887;0;0;98.0;84.0;0.36487175131646;0.5600475624256838;2148.0;3297.0;0;0;0;0;3.256.235.097.217.740;32.035.981.550.806.300;0;0
 Donduseni;MDA.13_1;2022;11;5887;5887;0;0;94.0;74.0;0.34618651265500255;0.5586886359775777;2038.0;3289.0;0;0;0;0;3.484.891.116.320.900;3.128.510.545.956.220;0;0
 Donduseni;MDA.13_1;2022;12;5887;5887;0;0;154.0;82.0;0.44759639884491254;37.096.993.375.233.500;2635.0;21839.0;0;0;0;5.0;4.247.474.164.028.060;4.179.529.741.266.680;0;6.0
 Drochia;MDA.14_1;2022;1;5258;5258;0;0;108.0;112.0;17.270.825.408.900.700;4.096.234.309.623.430;9081.0;21538.0;0;0;0;5.0;798.933.488.703.986;7.663.959.132.045.190;5.0;7.0
 Drochia;MDA.14_1;2022;2;5258;5258;0;0;83.0;105.0;11.186.763.027.767.200;14.828.832.255.610.400;5882.0;7797.0;0;0;0;0;5.819.197.155.275.290;6.144.342.127.887.890;0;5.0
 Drochia;MDA.14_1;2022;3;5258;5258;0;0;123.0;139.0;13.396.728.794.218.300;1.889.882.084.442.750;7044.0;9937.0;0;0;0;0;7.178.659.895.818.910;7.913.247.312.037.610;0;6.0
 Drochia;MDA.14_1;2022;4;5258;5258;0;0;116.0;115.0;15.454.545.454.545.400;30.509.699.505.515.400;8126.0;16042.0;0;0;0;0;8.058.360.213.780.420;7.642.700.259.727.100;0;7.0
 Drochia;MDA.14_1;2022;5;5258;5258;0;0;121.0;130.0;17.365.918.600.228.200;2.713.008.748.573.600;9131.0;14265.0;0;0;0;0;8.298.746.046.855.280;849.000.856.176.098;0;7.0
 Drochia;MDA.14_1;2022;6;4974;4974;0;0;141.0;182.0;34.698.431.845.597.100;6.196.421.391.234.410;17259.0;30821.0;284.0;284.0;0;6.0;9.170.907.486.447.930;10.217.744.921.400.300;8.0;11.0
 Drochia;MDA.14_1;2022;7;5258;5258;0;0;134.0;126.0;2.227.843.286.420.690;3.095.663.750.475.460;11714.0;16277.0;0;0;0;0;8.608.547.104.635.750;8.411.656.689.634.090;6.0;7.0
 Drochia;MDA.14_1;2022;8;5258;5258;0;0;120.0;108.0;2.205.591.479.650.050;5.100.228.223.659.180;11597.0;26817.0;0;0;0;5.0;7.905.715.267.653.520;6.795.051.391.778.690;6.0;8.0
 Drochia;MDA.14_1;2022;9;5258;5258;0;0;135.0;108.0;17.683.529.859.262.000;1.901.673.640.167.360;9298.0;9999.0;0;0;0;0;8.146.853.137.237.830;633.014.855.803.757;5.0;6.0
 Drochia;MDA.14_1;2022;10;5258;5258;0;0;120.0;116.0;13.649.676.683.149.400;15.420.311.905.667.500;7177.0;8108.0;0;0;0;0;7.459.343.678.260.430;7.077.401.919.905.720;0;5.0
 Drochia;MDA.14_1;2022;11;5258;5258;0;0;122.0;98.0;10.768.352.985.926.200;13.391.023.202.738.600;5662.0;7041.0;0;0;0;0;6.803.062.409.493.570;5.834.055.861.113.740;0;5.0
 Drochia;MDA.14_1;2022;12;5258;5258;0;0;122.0;128.0;1.212.438.189.425.630;4.827.120.578.166.600;6375.0;25381.0;0;0;0;5.0;7.101.793.506.195.650;6.826.823.962.133.260;0;7.0
 Dubăsari;MDA.15_1;2022;1;1879;1879;0;0;340.0;253.0;5.913.783.927.621.070;7.476.849.387.972.320;11112.0;14049.0;2.0;2.0;0;5.0;20.817.768.245.386.200;16.044.024.433.925.200;8.0;11.0
 Dubăsari;MDA.15_1;2022;2;1881;1881;0;0;255.0;191.0;4.358.320.042.530.560;488.782.562.466.773;8198.0;9194.0;0;0;0;0;1.721.188.733.246.970;1.448.442.913.995.100;7.0;10.0
 Dubăsari;MDA.15_1;2022;3;1881;1881;0;0;214.0;197.0;4.429.558.745.348.210;5.011.164.274.322.160;8332.0;9426.0;0;0;0;0;15.807.368.394.272.200;14.808.161.276.052.600;8.0;10.0
 Dubăsari;MDA.15_1;2022;4;1881;1881;0;0;225.0;183.0;4.229.665.071.770.330;5.607.123.870.281.760;7956.0;10547.0;0;0;0;0;16.102.720.252.046.800;13.855.882.057.515.500;7.0;12.0
 Dubăsari;MDA.15_1;2022;5;1881;1881;0;0;215.0;256.0;5.060.074.428.495.480;7.349.813.928.761.290;9518.0;13825.0;0;0;0;5.0;1.728.831.430.718.560;16.263.771.777.384.000;9.0;13.0
 Dubăsari;MDA.15_1;2022;6;1873;1873;0;0;259.0;279.0;6.174.052.322.477.300;8.245.061.398.825.410;11564.0;15443.0;8.0;8.0;0;5.0;20.246.548.405.593.100;21.782.702.483.979.600;11.0;14.0
 Dubăsari;MDA.15_1;2022;7;1881;1881;0;0;190.0;161.0;5.154.704.944.178.620;5.349.813.928.761.290;9696.0;10063.0;0;0;0;0;15.550.606.465.217.600;12.460.033.340.774.100;10.0;11.0
 Dubăsari;MDA.15_1;2022;8;1881;1881;0;0;144.0;124.0;4.693.248.272.195.640;6.477.405.635.300.370;8828.0;12184.0;0;0;0;5.0;11.628.211.954.803.900;9.521.884.743.546.210;9.0;10.0
 Dubăsari;MDA.15_1;2022;9;1881;1881;0;0;150.0;121.0;3.550.239.234.449.760;4.509.835.194.045.720;6678.0;8483.0;0;0;0;0;11.170.171.374.897.200;9.254.338.409.561.010;7.0;10.0
 Dubăsari;MDA.15_1;2022;10;1881;1881;0;0;203.0;185.0;34.098.883.572.567.700;4.399.787.347.155.760;6414.0;8276.0;0;0;0;0;12.699.591.559.246.800;12.480.997.995.335.200;7.0;8.0
 Dubăsari;MDA.15_1;2022;11;1881;1881;0;0;153.0;91.0;2.289.739.500.265.810;37.570.441.254.651.700;4307.0;7067.0;0;0;0;0;937.853.862.254.138;727.780.810.301.679;6.0;7.0
 Dubăsari;MDA.15_1;2022;12;1881;1881;0;0;137.0;76.0;2.349.282.296.650.710;6.448.165.869.218.500;4419.0;12129.0;0;0;0;6.0;9.359.144.122.091.840;6.798.035.655.085.150;6.0;9.0
 Edineţ;MDA.16_1;2022;1;6494;6494;0;0;155.0;169.0;16.207.268.247.613.100;27.436.094.856.790.800;10525.0;17817.0;0;0;0;0;9.489.907.190.924.480;968.029.209.766.088;0;6.0
 Edineţ;MDA.16_1;2022;2;6494;6494;0;0;131.0;118.0;11.618.417.000.307.900;15.012.319.063.751.100;7545.0;9749.0;0;0;0;0;8.274.145.768.620.460;7.574.692.132.968.980;0;5.0
 Edineţ;MDA.16_1;2022;3;6494;6494;0;0;174.0;152.0;13.484.755.158.607.900;1.581.151.832.460.730;8757.0;10268.0;0;0;0;0;9.609.902.755.398.610;8.800.449.467.973.630;0;5.0
 Edineţ;MDA.16_1;2022;4;6494;6494;0;0;206.0;138.0;14.698.182.938.096.700;2.048.352.325.223.280;9545.0;13302.0;0;0;0;0;10.386.328.582.947.400;8.583.516.205.025.060;0;6.0
 Edineţ;MDA.16_1;2022;5;6494;6494;0;0;179.0;120.0;1.526.793.963.658.760;29.554.973.821.989.500;9915.0;19193.0;0;0;0;0;9.876.842.768.577.210;8.819.688.291.655.970;0;7.0
 Edineţ;MDA.16_1;2022;6;3521;3521;0;0;51.0;25.0;10.528.259.017.324.600;5.383.697.813.121.270;3707.0;18956.0;2973.0;2973.0;0;6.0;2.935.942.750.790.780;4.263.496.179.740.120;5.0;11.0
 Edineţ;MDA.16_1;2022;7;6494;6494;0;0;149.0;131.0;1.646.442.870.341.850;21.874.037.573.144.400;10692.0;14205.0;0;0;0;0;8.706.717.781.623.720;8.134.995.612.963.550;5.0;6.0
 Edineţ;MDA.16_1;2022;8;6494;6494;0;0;149.0;109.0;16.860.178.626.424.300;36.974.129.966.122.500;10949.0;24011.0;0;0;0;5.0;8.171.690.810.881.370;7.266.628.038.629.250;5.0;6.0
 Edineţ;MDA.16_1;2022;9;6494;6494;0;0;133.0;112.0;13.058.207.576.224.200;18.808.130.582.075.700;8480.0;12214.0;0;0;0;0;8.016.024.142.387.160;7.060.407.979.845.220;0;5.0
 Edineţ;MDA.16_1;2022;10;6494;6494;0;0;106.0;105.0;10.406.529.103.788.100;12.406.837.080.381.800;6758.0;8057.0;0;0;0;0;7.164.219.038.852.620;6.714.018.395.777.470;0;0
 Edineţ;MDA.16_1;2022;11;6494;6494;0;0;95.0;92.0;0.8758854327071143;10.734.524.176.162.600;5688.0;6971.0;0;0;0;0;6.154.888.733.490.220;4.835.704.824.033.380;0;5.0
 Edineţ;MDA.16_1;2022;12;6494;6494;0;0;99.0;105.0;10.361.872.497.690.100;21.935.632.891.900.200;6729.0;14245.0;0;0;0;0;6.240.786.198.876.700;6.377.408.673.094.420;0;6.0
 Făleşti;MDA.17_1;2022;1;7864;7864;0;0;188.0;95.0;21.655.645.981.688.700;19.829.603.255.340.700;17030.0;15594.0;0;0;0;0;8.316.327.097.971.540;603.705.618.584.931;5.0;6.0
 Făleşti;MDA.17_1;2022;2;7864;7864;0;0;81.0;91.0;0.8546541200406917;12.199.898.270.600.200;6721.0;9594.0;0;0;0;0;4.961.126.474.668.930;5.025.790.777.566.860;0;5.0
 Făleşti;MDA.17_1;2022;3;7864;7864;0;0;78.0;89.0;0.987029501525941;13.433.367.243.133.200;7762.0;10564.0;0;0;0;0;5.578.587.225.133.950;58.985.250.717.375.800;0;5.0
 Făleşti;MDA.17_1;2022;4;7864;7864;0;0;115.0;101.0;1.124.618.514.750.760;3.138.733.468.972.530;8844.0;24683.0;0;0;0;0;62.593.762.207.899.400;62.057.348.221.444.300;0;7.0
 Făleşti;MDA.17_1;2022;5;7864;7864;0;0;95.0;88.0;11.832.400.813.835.100;2.338.377.416.073.240;9305.0;18389.0;0;0;0;0;6.077.627.609.140.120;6.098.323.086.548.750;0;6.0
 Făleşti;MDA.17_1;2022;6;7864;7864;0;0;98.0;96.0;19.313.326.551.373.300;4.823.118.006.103.760;15188.0;37929.0;0;0;0;5.0;6.886.883.234.517.750;6.793.710.037.719.720;5.0;9.0
 Făleşti;MDA.17_1;2022;7;7864;7864;0;0;85.0;80.0;11.216.937.945.066.100;1.492.878.942.014.240;8821.0;11740.0;0;0;0;0;54.429.966.930.769.400;5.203.655.119.709.310;0;5.0
 Făleşti;MDA.17_1;2022;8;7864;7864;0;0;84.0;74.0;1.106.943.031.536.110;28.044.252.288.911.400;8705.0;22054.0;0;0;0;0;5.247.402.362.137.140;4.861.238.381.993.410;0;6.0
 Făleşti;MDA.17_1;2022;9;7864;7864;0;0;82.0;66.0;0.9210325534079349;11.775.178.026.449.600;7243.0;9260.0;0;0;0;0;4.964.215.297.691.000;4.056.257.883.785.820;0;5.0
 Făleşti;MDA.17_1;2022;10;7864;7864;0;0;74.0;70.0;0.7030773143438453;0.7761953204476093;5529.0;6104.0;0;0;0;0;4.137.386.386.969.490;3.858.808.075.886.830;0;0
 Făleşti;MDA.17_1;2022;11;7864;7864;0;0;74.0;70.0;0.616353001017294;0.8794506612410987;4847.0;6916.0;0;0;0;0;4.023.575.251.967.940;3.975.921.283.712.720;0;0
 Făleşti;MDA.17_1;2022;12;7864;7864;0;0;71.0;76.0;0.9551119023397762;25.822.736.520.854.500;7511.0;20307.0;0;0;0;0;4.234.437.645.021.290;4.588.687.061.736.380;0;6.0
 Floreşti;MDA.18_1;2022;1;7689;7689;0;0;64.0;65.0;0.7253218884120172;20.594.355.572.896.300;5577.0;15835.0;0;0;0;0;4.243.772.909.728.010;4.386.779.431.663.700;0;6.0
 Floreşti;MDA.18_1;2022;2;7689;7689;0;0;70.0;70.0;0.5882429444661205;10.083.235.791.390.200;4523.0;7753.0;0;0;0;0;38.958.741.638.236.300;4.146.891.044.036.950;0;5.0
 Floreşti;MDA.18_1;2022;3;7689;7689;0;0;113.0;91.0;0.6890362856028092;0.9664455715957861;5298.0;7431.0;0;0;0;0;4.309.877.076.673.160;4.376.442.674.385.060;0;0
 Floreşti;MDA.18_1;2022;4;7689;7689;0;0;63.0;70.0;0.666406554818572;13.484.198.205.228.200;5124.0;10368.0;0;0;0;0;4.149.773.262.661.560;4.190.911.384.955.330;0;5.0
 Floreşti;MDA.18_1;2022;5;7689;7689;0;0;89.0;96.0;0.8080374561061257;16.844.843.282.611.500;6213.0;12952.0;0;0;0;0;4.294.265.447.645.680;4.749.910.965.349.120;0;6.0
 Floreşti;MDA.18_1;2022;6;7431;7431;0;0;73.0;79.0;15.615.664.109.810.200;444.798.815.771.767;11604.0;33053.0;258.0;258.0;0;5.0;5.143.867.286.292.760;6.077.634.901.801.070;6.0;10.0
 Floreşti;MDA.18_1;2022;7;7689;7689;0;0;88.0;72.0;0.9655351801274548;15.206.138.639.615.000;7424.0;11692.0;0;0;0;0;4.476.058.285.925.280;4.630.992.287.819.970;0;5.0
 Floreşti;MDA.18_1;2022;8;7689;7689;0;0;78.0;74.0;0.9994797763038107;33.558.330.081.935.200;7685.0;25803.0;0;0;0;5.0;41.340.837.810.122.200;4.211.016.784.632.980;5.0;6.0
